geonameid,Place Name,latitude,longitude,feature_class,Category,State Code,City Code,Estimated Visitors,Tourism Rank,Popularity Level
1252683,Sa-ssu-Ka-erh Shan,33.25,77.66667,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1252709,Yorjing Mountains,28.35555,94.40003,T,Mountain Range,30.0,Unknown,10000,2.81,Less Explored
1252727,Yerul,19.98333,75.15,T,Mountain,16.0,515,5000,2.79,Less Explored
1252780,Yarbo Po,27.7001,93.75513,T,Mountain,30.0,255,5000,2.79,Less Explored
1252809,Yakko,26.19419,94.91453,T,Mountain,20.0,267,5000,2.79,Less Explored
1252836,Woodmason Bay,11.41667,92.58333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1252837,Mount Wood,12.61667,92.91667,T,Mountain,1.0,639,5000,2.79,Less Explored
1252844,Wiringli Island,8.27813,73.01153,T,Island,14.0,587,10000,2.81,Less Explored
1252847,Cape Winifred,8.41667,93.6,T,Cape,1.0,Unknown,10000,2.81,Less Explored
1252849,Wilson Island,12.13333,92.98333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1252853,Willingdon Island,9.93643,76.25383,T,Island,13.0,Unknown,10000,2.81,Less Explored
1252870,West Island,13.59093,92.89129,T,Island,1.0,639,10000,2.81,Less Explored
1252876,Western Ghats,14.0,75.0,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1252882,West Bay,10.6,92.36667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1252883,West Bay,7.91667,93.33333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1252988,Wallarpat Island,9.99941,76.24423,T,Island,13.0,Unknown,10000,2.81,Less Explored
1253072,Vypin Island,10.08333,76.21667,T,Island,13.0,Unknown,10000,2.81,Less Explored
1253149,Viper Island,11.66667,92.7,T,Island,1.0,Unknown,10000,2.81,Less Explored
1253158,Vindhya Range,24.61667,82.0,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1253159,Vindhyachal Range,25.15,81.25,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1253165,Vimanativu,9.96667,76.23333,T,Island,13.0,Unknown,10000,2.81,Less Explored
1253223,Vesava Island,19.13333,72.81667,T,Island,16.0,Unknown,10000,2.81,Less Explored
1253243,Venu,21.86667,69.75,T,Mountain,9.0,674,5000,2.79,Less Explored
1253262,Venduruthi Island,9.95,76.28333,T,Island,13.0,Unknown,10000,2.81,Less Explored
1253273,Vembadi Shola Peak,10.20504,77.40442,T,Mountain,25.0,612,5000,2.79,Less Explored
1253299,Velikonda Hills,14.62063,79.19871,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
1253342,Vavulmala,11.42913,76.12982,T,Mountain,13.0,591,5000,2.79,Less Explored
1253365,Vashi Island,19.06667,72.98333,T,Island,16.0,Unknown,10000,2.81,Less Explored
1253421,Van Tivu,8.83887,78.20951,T,Island,25.0,627,10000,2.81,Less Explored
1253478,Vallanadu,8.71379,77.88515,T,Mountain,25.0,627,5000,2.79,Less Explored
1253714,Uppu Tanni Tivu,9.09033,78.49176,T,Island,25.0,Unknown,10000,2.81,Less Explored
1253764,Underi Island,18.70693,72.84212,T,Island,16.0,Unknown,10000,2.81,Less Explored
1253924,Uiphum Tlang,22.56244,92.58212,T,Mountain Range,31.0,Unknown,10000,2.81,Less Explored
1254041,Tura Range,25.45675,90.45473,T,Mountain Range,18.0,Unknown,10000,2.81,Less Explored
1254158,Trombay Peak,19.01667,72.91667,T,Mountain,16.0,518,5000,2.79,Less Explored
1254159,Trombay Island,19.03333,72.9,T,Island,16.0,Unknown,10000,2.81,Less Explored
1254166,Trisul,30.31278,79.77722,T,Mountain,39.0,057,5000,2.79,Less Explored
1254174,Trinkat Island,8.09594,93.5788,T,Island,1.0,638,10000,2.81,Less Explored
1254175,Trinkat Champlong Bay,7.21667,93.85,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1254179,Trikut Parvat,24.49829,86.83686,T,Mountain,38.0,350,5000,2.79,Less Explored
1254193,Treis Island,7.47358,93.6481,T,Island,1.0,638,10000,2.81,Less Explored
1254194,Tree Island,11.59818,72.1867,T,Island,14.0,587,10000,2.81,Less Explored
1254201,Trak Island,7.4766,93.63283,T,Island,1.0,638,10000,2.81,Less Explored
1254293,Titvi,18.36667,73.01667,T,Mountain,16.0,520,5000,2.79,Less Explored
1254409,Tiring Pahar,21.96516,85.37851,T,Mountain,21.0,375,5000,2.79,Less Explored
1254437,Tinnakara Island,10.94709,72.3175,T,Island,14.0,587,10000,2.81,Less Explored
1254477,Tillanchang Dwip,8.5,93.61667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1254567,Thualthu Tlang,22.78356,92.84255,T,Mountain Range,31.0,Unknown,10000,2.81,Less Explored
1254572,Thornhill Island,13.53453,92.90915,T,Island,1.0,639,10000,2.81,Less Explored
1254573,Thorang Tlang,23.25055,92.53986,T,Mountain Range,31.0,Unknown,10000,2.81,Less Explored
1254644,Thanthonitruttu Island,10.00812,76.25975,T,Island,13.0,Unknown,10000,2.81,Less Explored
1254653,Thangjing Hill,24.46687,93.66168,T,Mountain,17.0,274,5000,2.79,Less Explored
1254697,Thakurani Pahar,22.10093,85.43147,T,Mountain,21.0,375,5000,2.79,Less Explored
1254790,Tekra Island,22.93818,70.13417,T,Island,9.0,Unknown,10000,2.81,Less Explored
1254871,Tarmugli Island,11.58333,92.55,T,Island,1.0,Unknown,10000,2.81,Less Explored
1254894,Tarasa Dwip,8.2594,93.11565,T,Island,1.0,638,1934,2.79,Less Explored
1254974,Tani Razi,28.05,97.31667,T,Mountain,30.0,260,5000,2.79,Less Explored
1255091,Talun,27.65566,88.13011,T,Mountain,0.0,Unknown,5000,2.79,Less Explored
1255141,Tal Danda,27.20315,88.10627,T,Mountain,29.0,742,5000,2.79,Less Explored
1255164,Talang Mu,13.13333,92.83333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1255170,Talamalai,11.0784,78.32181,T,Mountain,25.0,609,5000,2.79,Less Explored
1255178,Talairi Tivu,9.18115,78.90417,T,Island,25.0,Unknown,10000,2.81,Less Explored
1255603,Strait Island,12.21588,92.93215,T,Island,1.0,639,10000,2.81,Less Explored
1255604,Cape Strachan,12.71667,92.96667,T,Cape,1.0,639,10000,2.81,Less Explored
1255606,Stewart Island,13.01667,92.93333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255618,Srivardhan Bay,18.03333,72.98333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1255641,Srimant Gudda,15.11463,75.61,T,Mountain,19.0,561,5000,2.79,Less Explored
1255650,Sriharikota Island,13.73309,80.20484,T,Island,2.0,Unknown,10000,2.81,Less Explored
1255662,Spike Island,12.28333,92.71667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255672,South Terong Group,35.16525,77.33797,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1255673,South Sentinel Island,10.97869,92.22156,T,Island,1.0,640,10000,2.81,Less Explored
1255678,South Island,10.05,72.28333,T,Island,14.0,Unknown,10000,2.81,Less Explored
1255683,South Cinque Island,11.26667,92.7,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255684,South Button Island,12.22397,93.02047,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255685,South Brother Island,10.93091,92.61337,T,Island,1.0,640,10000,2.81,Less Explored
1255686,South Bay,10.55,92.38333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1255687,South Bay,7.9,93.4,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1255688,South Bay,6.8,93.86667,H,Bay,1.0,Unknown,10000,2.81,Less Explored
1255691,South Andaman Island,11.83375,92.65354,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255693,Sound Island,12.96333,92.97292,T,Island,1.0,639,10000,2.81,Less Explored
1255728,Sonsagar,15.52353,74.27865,T,Mountain,19.0,555,5000,2.79,Less Explored
1255826,Sombrero Point,7.45,93.68333,T,Cape,1.0,Unknown,10000,2.81,Less Explored
1255846,Solasinghi Dhar,31.65,76.38333,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1255911,Snake Island,11.63333,92.78333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255912,Smith Island,13.34419,93.05918,T,Island,1.0,639,10000,2.81,Less Explored
1255914,Slipper Island,14.19077,93.35803,T,Island,1.0,Unknown,10000,2.81,Less Explored
1255949,Sivagiri Malai,9.33811,77.30959,T,Mountain,13.0,596,5000,2.79,Less Explored
1255954,Sivaganga,13.17023,77.22269,T,Mountain,19.0,583,5000,2.79,Less Explored
1256011,Sir William Peel Island,12.08333,92.98333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1256028,Siruhi Kashong,25.10644,94.45792,T,Mountain,17.0,279,5000,2.79,Less Explored
1256085,Sir Hugh Rose Island,11.78411,93.08157,T,Island,1.0,640,10000,2.81,Less Explored
1256121,Siniolchu,27.75,88.31667,T,Mountain,29.0,241,5000,2.79,Less Explored
1256178,Singaraju Parbat,19.01667,84.35,T,Mountain,21.0,389,5000,2.79,Less Explored
1256185,Singalila Range,27.4618,88.06379,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1256186,Singalila,27.23648,88.02722,T,Mountain,29.0,742,5000,2.79,Less Explored
1256219,Sindal Bet,24.06185,70.04992,T,Island,9.0,Unknown,10000,2.81,Less Explored
1256232,Simlipal National Park,21.80387,86.272,L,National Park,21.0,376,10000,2.81,Less Explored
1256375,Sideshar,22.61315,86.38878,T,Mountain,38.0,357,5000,2.79,Less Explored
1256417,Shukpa Kunchang Group,34.73517,77.89703,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1256429,Shortt Island (historical),20.78151,87.07286,T,Island,21.0,Unknown,10000,2.81,Less Explored
1256446,Shoal Bay,11.93333,92.76667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1256462,Shivalingapa,18.74919,77.59789,T,Mountain,16.0,511,5000,2.79,Less Explored
1256506,Shingla Tivu,9.2421,79.23571,T,Island,25.0,Unknown,10000,2.81,Less Explored
1256524,Shilla,32.40732,78.203,T,Mountain,11.0,025,5000,2.79,Less Explored
1256546,Shial Island,20.90781,71.51534,T,Island,0.0,Unknown,10000,2.81,Less Explored
1256550,Sheva Island,18.93333,72.95,T,Island,16.0,Unknown,10000,2.81,Less Explored
1256565,Sherpai,25.15,92.73333,T,Mountain,18.0,Unknown,5000,2.79,Less Explored
1256605,Shendur,19.26112,72.93182,T,Mountain,16.0,517,5000,2.79,Less Explored
1256611,Shelkar Group,35.30776,77.41202,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1256624,Shearme Island,13.4,92.85,T,Island,1.0,Unknown,10000,2.81,Less Explored
1256628,Shawngshan Bum,27.08333,97.15,T,Mountain,0.0,Unknown,5000,2.79,Less Explored
1256632,Shark Island,13.20189,92.75607,T,Island,1.0,639,10000,2.81,Less Explored
1256685,Shalamar Bagh,34.15,74.86667,L,National Park,12.0,010,10000,2.81,Less Explored
1256875,Semiramis Bay,11.7,92.73333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1256936,Sawi Bay,9.21667,92.75,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1256970,Savandurga,12.92019,77.29203,T,Mountain,19.0,584,5000,2.79,Less Explored
1257009,Satpura Range,21.41667,76.16667,T,Mountain Range,35.0,Unknown,10000,2.81,Less Explored
1257081,Saser Muztagh,34.66667,77.83333,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1257082,Saser Kangri,34.86678,77.75346,T,Mountain,41.0,003,5000,2.79,Less Explored
1257083,Saser Group,34.69279,77.81449,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1257249,Mount Saramati,25.73976,95.03762,T,Mountain,20.0,269,5000,2.79,Less Explored
1257454,Sandy Island,11.8,92.61667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1257470,Sand Cay,12.26667,71.9,T,Island,14.0,Unknown,10000,2.81,Less Explored
1257471,Sand Cay,11.21667,72.11667,T,Island,14.0,Unknown,10000,2.81,Less Explored
1257485,Sanara-ka-Rel,22.56667,70.01667,T,Island,0.0,Unknown,10000,2.81,Less Explored
1257522,Samiani Island,22.48779,69.0866,T,Island,0.0,Unknown,10000,2.81,Less Explored
1257533,Samblai,27.83999,96.67939,T,Mountain,30.0,260,5000,2.79,Less Explored
1257592,Salsette Island,19.2,72.9,T,Island,16.0,Unknown,15111974,10.0,Highly Popular
1257615,Salher,20.91667,73.95,T,Mountain,16.0,498,5000,2.79,Less Explored
1257714,Sakhan Tlang,23.84147,92.1565,T,Mountain Range,26.0,Unknown,10000,2.81,Less Explored
1257725,Sajum,33.3205,79.02706,T,Mountain,41.0,003,5000,2.79,Less Explored
1257841,Sagar Island,21.74448,88.11843,T,Island,28.0,Unknown,212037,3.06,Less Explored
1257842,Sagargarh,18.65,72.96667,T,Mountain,16.0,520,5000,2.79,Less Explored
1257859,Saduragiri,9.74106,77.67649,T,Mountain,25.0,623,5000,2.79,Less Explored
1257884,Saddle Peak,13.15,93.01667,T,Mountain,1.0,639,5000,2.79,Less Explored
1257888,Sadashivgarh Bay,14.86667,74.08333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1257924,Sabari Malai,9.48976,77.07092,T,Mountain,13.0,596,5000,2.79,Less Explored
1257931,Rutland Island,11.43157,92.65182,T,Island,1.0,640,347,2.79,Less Explored
1258005,Rudranath,30.51382,79.29564,S,Temple,39.0,057,20000,2.83,Less Explored
1258020,Rozi Island,22.53333,70.03333,T,Island,9.0,Unknown,10000,2.81,Less Explored
1258027,Ross Island,13.30059,93.07514,T,Island,1.0,639,10000,2.81,Less Explored
1258028,Ross Island,11.67588,92.763,T,Island,1.0,640,10000,2.81,Less Explored
1258056,Rongat Bay,12.48333,92.96667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1258062,Romta,27.96667,93.98333,T,Mountain,30.0,778,5000,2.79,Less Explored
1258107,Rocky Islet,11.3,75.75,T,Island,13.0,Unknown,10000,2.81,Less Explored
1258144,Rimo Mustagh,35.27385,77.43725,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1258257,Reef Island,13.50716,92.87086,T,Island,1.0,639,10000,2.81,Less Explored
1258258,Red Skin Island,11.55319,92.592,T,Island,1.0,640,10000,2.81,Less Explored
1258336,Ratnagiri Bay,16.96667,73.28333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1258388,Rasibung,24.93998,94.55164,T,Mountain,17.0,717,5000,2.79,Less Explored
1258722,Cape Ramas,15.08568,73.91437,T,Cape,33.0,586,10000,2.81,Less Explored
1258732,Ramanturuttu,9.96667,76.25,T,Island,13.0,Unknown,10000,2.81,Less Explored
1258848,Rajkot,22.16667,70.91667,T,Mountain Range,9.0,Unknown,10000,2.81,Less Explored
1258907,Rajapur Bay,16.61377,73.33884,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1259063,Raegara,19.3,84.65,T,Mountain,21.0,388,5000,2.79,Less Explored
1259113,Pyramid Peak,27.81667,88.18333,T,Mountain,29.0,241,5000,2.79,Less Explored
1259121,Putwa Bay,20.98901,71.65053,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1259145,Pushpagiri,12.66073,75.68889,T,Mountain,19.0,576,5000,2.79,Less Explored
1259247,Pumurichan Tivu,9.23641,79.19192,T,Island,25.0,Unknown,10000,2.81,Less Explored
1259248,Pumorichan Tivu,9.23333,79.18333,T,Island,25.0,Unknown,10000,2.81,Less Explored
1259318,Cape Price,13.56667,93.05,T,Cape,1.0,Unknown,10000,2.81,Less Explored
1259375,Positra Bay,22.43233,69.13432,H,Bay,9.0,Unknown,10000,2.81,Less Explored
1259378,Poshpir Island,19.33695,72.76307,T,Island,16.0,Unknown,10000,2.81,Less Explored
1259383,Portman Bay,11.4,92.66667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1259417,Pon Mudi,8.74304,77.09527,T,Mountain,13.0,601,5000,2.79,Less Explored
1259462,Point Island,13.41216,92.81559,T,Island,1.0,639,10000,2.81,Less Explored
1259487,Pochamagat,16.95963,77.93354,T,Mountain,40.0,698,5000,2.79,Less Explored
1259490,Pluto Island,11.54584,92.62835,T,Island,1.0,640,10000,2.81,Less Explored
1259495,Pitti Island,10.775,72.535,T,Island,14.0,Unknown,10000,2.81,Less Explored
1259496,Pitti Island,10.07307,73.6278,T,Island,14.0,587,10000,2.81,Less Explored
1259525,Pir Panjal Range,33.41667,75.58333,T,Mountain Range,12.0,Unknown,10000,2.81,Less Explored
1259528,Pirotan Island,22.59932,69.95697,T,Island,0.0,Unknown,10000,2.81,Less Explored
1259543,Piram Island,21.5993,72.35466,T,Island,0.0,Unknown,10000,2.81,Less Explored
1259702,Netrani Island,14.01684,74.32672,T,Island,19.0,Unknown,10000,2.81,Less Explored
1259703,Pigeon Island,7.07883,93.90367,T,Island,1.0,638,10000,2.81,Less Explored
1259767,Phom Chang,26.1688,94.73002,T,Mountain Range,20.0,Unknown,10000,2.81,Less Explored
1259769,Phoenix Bay,11.66924,92.74975,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1259810,Phalut,27.21315,88.01379,T,Mountain,28.0,327,5000,2.79,Less Explored
1259836,Petrie Island,11.97862,92.5832,T,Island,1.0,640,10000,2.81,Less Explored
1259838,Petman Island,11.98333,92.75,T,Island,1.0,Unknown,10000,2.81,Less Explored
1259848,Pesiduvaripalli,14.41014,78.70793,T,Mountain,2.0,551,5000,2.79,Less Explored
1260027,P'ao-han-li Shan,27.95256,88.84244,T,Mountain,29.0,241,5000,2.79,Less Explored
1260098,Patkai Bum,27.0,96.0,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1260200,Passage Island,11.18076,92.67723,T,Island,1.0,640,10000,2.81,Less Explored
1260319,Parhur Peak,18.68333,72.9,T,Mountain,16.0,520,5000,2.79,Less Explored
1260350,Parbatana Bet,24.25742,71.16252,T,Island,9.0,Unknown,10000,2.81,Less Explored
1260367,Parasnath,23.96563,86.14569,T,Mountain,38.0,349,5000,2.79,Less Explored
1260453,Panna Hills,24.86667,81.18333,T,Mountain Range,35.0,Unknown,10000,2.81,Less Explored
1260480,Panikota Island,20.76072,71.15234,T,Island,0.0,Unknown,10000,2.81,Less Explored
1260509,Panero Tapu,22.3543,69.44937,T,Island,9.0,Unknown,10000,2.81,Less Explored
1260516,Pandyan Tivu,8.77435,78.1979,T,Island,25.0,Unknown,10000,2.81,Less Explored
1260580,Panchet Hill,23.62085,86.77755,T,Mountain,28.0,340,5000,2.79,Less Explored
1260626,Pamban Island,9.27407,79.29112,T,Island,25.0,Unknown,10000,2.81,Less Explored
1260629,Pamba Malai,9.3768,77.14478,T,Mountain,13.0,599,5000,2.79,Less Explored
1260839,Painsiraburu,22.30155,85.3612,T,Mountain,38.0,368,5000,2.79,Less Explored
1260850,Paikat Bay,12.78333,92.95,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1260886,Paget Island,13.43333,92.83333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1260928,Padiangadi Bay,11.31667,75.75,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1260971,Pachham Island,23.86667,69.83333,T,Island,9.0,Unknown,10000,2.81,Less Explored
1260987,Pachchaimalai Hills,11.36028,78.61136,T,Mountain Range,25.0,Unknown,10000,2.81,Less Explored
1260995,Mandal Island,14.81678,74.05591,T,Island,19.0,Unknown,10000,2.81,Less Explored
1261002,Outram Island,12.23314,93.0853,T,Island,1.0,640,10000,2.81,Less Explored
1261003,Outer Islet,19.26858,72.75846,T,Island,16.0,Unknown,10000,2.81,Less Explored
1261055,Mount Oldham,12.4957,92.73143,T,Mountain,1.0,639,5000,2.79,Less Explored
1261119,Nurrea Banga Nassi,20.41667,86.8,T,Island,21.0,Unknown,10000,2.81,Less Explored
1261169,Novara Bay,8.51667,93.6,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1261175,North Sentinel Island,11.55731,92.24119,T,Island,1.0,640,50,2.79,Less Explored
1261177,North Reef Island,13.08734,92.70264,T,Island,1.0,639,10000,2.81,Less Explored
1261179,North Passage Island,12.27308,92.92614,T,Island,1.0,639,10000,2.81,Less Explored
1261184,North Islet,12.4,71.9,T,Island,14.0,Unknown,10000,2.81,Less Explored
1261185,North Island,10.13333,72.33333,T,Island,14.0,Unknown,10000,2.81,Less Explored
1261191,North Cinque Island,11.31667,92.71667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1261193,North Button Island,12.31667,93.06667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1261194,North Brother Island,10.98857,92.66418,T,Island,1.0,640,10000,2.81,Less Explored
1261195,North Bay,11.7,92.75,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1261196,North Bay,8.01667,93.35,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1261198,North Andaman,13.25,92.91667,T,Island,1.0,Unknown,10000,2.81,Less Explored
1261199,Nora Tapu,22.51645,69.3397,T,Island,0.0,Unknown,10000,2.81,Less Explored
1261254,Nizampatam Bay,15.77615,80.60478,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1261273,Nishankonda,15.51776,79.57767,T,Mountain,2.0,549,5000,2.79,Less Explored
1261347,Nimgiri,19.57408,83.42178,T,Mountain,21.0,396,5000,2.79,Less Explored
1261386,Nalikanta,30.7335,79.45424,T,Mountain,39.0,057,5000,2.79,Less Explored
1261450,Nicholson Island,12.10042,92.95326,T,Island,1.0,640,10000,2.81,Less Explored
1261467,Nhava,18.95,72.95,T,Island,16.0,Unknown,10000,2.81,Less Explored
1261477,New Moore Island,21.61667,89.16667,T,Island,0.0,Unknown,10000,2.81,Less Explored
1261544,Neil Island,11.83333,93.05,T,Island,1.0,Unknown,10000,2.81,Less Explored
1261649,Navy Bay,11.65867,92.7207,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1261670,Nauzuarzo Tlang,23.8379,93.25538,T,Mountain,31.0,284,5000,2.79,Less Explored
1261815,Narcondam Island,13.44765,94.26416,T,Island,1.0,639,10000,2.81,Less Explored
1261877,Nara Bet,24.23247,71.19577,T,Island,9.0,Unknown,10000,2.81,Less Explored
1261950,Nandivela,21.03874,71.11552,T,Mountain,9.0,675,5000,2.79,Less Explored
1261990,Nanda Kot,30.28167,80.06833,T,Mountain,39.0,062,5000,2.79,Less Explored
1261991,Nanda Devi,30.37584,79.97077,T,Mountain,39.0,057,5000,2.79,Less Explored
1261993,Nancowry Island,7.98333,93.53333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1262019,Namnenglong Madin,27.63333,96.95,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1262031,Namcha Madin,27.15,97.15,T,Mountain,30.0,253,5000,2.79,Less Explored
1262054,Nalla Tanni Tivu,9.10692,78.5788,T,Island,25.0,Unknown,10000,2.81,Less Explored
1262057,Nallamala Hills,16.28333,79.48333,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
1262122,Nainar Malai,11.32007,78.20304,T,Mountain,25.0,609,5000,2.79,Less Explored
1262156,Nag Tibba Range,30.33333,78.4,T,Mountain Range,39.0,Unknown,10000,2.81,Less Explored
1262157,Nag Tibba,30.58623,78.15131,T,Mountain,39.0,059,5000,2.79,Less Explored
1262236,Nagari Hills,13.52688,79.65197,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
1262250,Nagaram Island,16.43333,81.83333,T,Island,2.0,Unknown,10000,2.81,Less Explored
1262269,Nagalapuram Hills,13.58892,79.85491,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
1262278,Naga Hills,26.0,95.0,T,Mountain Range,20.0,Unknown,10000,2.81,Less Explored
1262373,Mussorie Range,30.71667,77.43333,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1262390,Musal Tivu,9.19968,79.07324,T,Island,25.0,Unknown,10000,2.81,Less Explored
1262416,Murray Point,7.23333,93.83333,T,Cape,1.0,638,10000,2.81,Less Explored
1262442,Murdeshwar Island,14.09412,74.48232,T,Island,19.0,Unknown,10000,2.81,Less Explored
1262571,Mulainagiri,13.38941,75.72141,T,Mountain,19.0,570,5000,2.79,Less Explored
1262576,Mukurti Peak,11.37137,76.51758,T,Mountain,25.0,611,5000,2.79,Less Explored
1262809,Moplah Bay,11.85,75.38333,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1262814,Montgomery Island,11.94781,92.56745,T,Island,1.0,640,10000,2.81,Less Explored
1262834,Mol Len,25.5,94.75,T,Mountain,20.0,266,5000,2.79,Less Explored
1262836,Moling,28.54557,94.75902,T,Mountain,30.0,679,5000,2.79,Less Explored
1263000,Mirya Bay,17.01091,73.27062,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1263032,Minto Bay,11.3,92.71667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1263035,Minicoy Island,8.27585,73.05217,T,Island,14.0,Unknown,10700,2.81,Less Explored
1263045,Pulo Milo,7.40332,93.68711,T,Island,1.0,638,20,2.79,Less Explored
1263064,Middle Ground Island,18.91872,72.84775,T,Island,16.0,Unknown,10000,2.81,Less Explored
1263066,Middle Button Island,12.27694,93.02596,T,Island,1.0,640,10000,2.81,Less Explored
1263069,Middle Andaman,12.5,92.83333,T,Island,1.0,Unknown,55000,2.87,Less Explored
1263118,Mertiparvata,13.29251,75.37467,T,Mountain,19.0,570,5000,2.79,Less Explored
1263122,Meroe Island,7.51736,93.54412,T,Island,1.0,638,10000,2.81,Less Explored
1263145,Menchal Island,7.39771,93.769,T,Island,1.0,638,10000,2.81,Less Explored
1263180,Mehti Khada,19.13333,72.76667,T,Island,16.0,Unknown,10000,2.81,Less Explored
1263184,Noi Mehong,27.26667,97.06667,T,Mountain,0.0,Unknown,5000,2.79,Less Explored
1263208,Megasini,21.63247,86.34847,T,Mountain,21.0,376,5000,2.79,Less Explored
1263210,Megapod Island,6.85,93.78333,T,Island,1.0,Unknown,10000,2.81,Less Explored
1263266,Mawlashin Taung,24.93333,94.71667,T,Mountain,0.0,Unknown,5000,2.79,Less Explored
1263304,Cape Maud,8.56667,93.6,T,Cape,1.0,Unknown,10000,2.81,Less Explored
1263346,Matla Bay,11.66667,92.71667,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1263383,Mataungse Kyein,25.95,95.08333,T,Mountain,20.0,267,5000,2.79,Less Explored
1263405,Mastigudi,11.92032,76.21365,S,Temple,19.0,577,20000,2.83,Less Explored
1263438,Maryngksih,25.24781,92.64798,T,Mountain,18.0,657,5000,2.79,Less Explored
1263454,Marva Island,19.16667,72.78333,T,Island,16.0,Unknown,10000,2.81,Less Explored
1263493,Marmagao Bay,15.42841,73.82945,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1263583,Maphitel,24.84943,94.20337,T,Mountain,17.0,717,5000,2.79,Less Explored
1263675,Mankarnacha Peak,21.7978,85.23538,T,Mountain,21.0,375,5000,2.79,Less Explored
1263978,Isle of Man,8.39188,93.65119,T,Island,1.0,638,10000,2.81,Less Explored
1264006,Malvan Bay,16.05199,73.46387,H,Bay,0.0,Unknown,10000,2.81,Less Explored
1264128,Malay Tapu,11.5291,92.60406,T,Island,1.0,640,10000,2.81,Less Explored
1264131,Malayagiri,21.37213,85.268,T,Mountain,21.0,384,5000,2.79,Less Explored
1264230,Majuli Island,26.96667,94.23333,T,Island,3.0,Unknown,167304,3.0,Less Explored
1264268,Majala,16.78333,74.45,T,Mountain,16.0,530,5000,2.79,Less Explored
1264295,Mainpat,22.80342,83.25674,T,Mountain Range,37.0,Unknown,10000,2.81,Less Explored
1264314,Maikala Range,22.5,81.5,T,Mountain Range,0.0,Unknown,10000,2.81,Less Explored
1264325,Mahuva Bay,21.03745,71.78361,H,Bay,0.0,Unknown,10000,2.81,Less Explored
