geonameid,Place Name,latitude,longitude,feature_class,Category,State Code,City Code,Estimated Visitors,Tourism Rank,Popularity Level
10751136,Sikh Dharamsala,28.46572,78.23007,S,Temple,36.0,142.0,20000,2.83,Less Explored
10751137,Mahadeo Temple,28.47153,78.23026,S,Temple,36.0,142.0,20000,2.83,Less Explored
10751726,Starai Nasrat Shah,28.24475,78.46604,S,Temple,36.0,659.0,20000,2.83,Less Explored
10751831,Gangagarh,28.1342,78.41074,S,Temple,36.0,142.0,20000,2.83,Less Explored
10752009,Sarai,28.03613,78.28907,S,Temple,36.0,143.0,20000,2.83,Less Explored
10752565,Ziarat Bulaqi Shah,28.8577,78.77075,S,Shrine,36.0,135.0,10000,2.81,Less Explored
10752614,Put Rajhera,28.82379,78.87139,S,Temple,36.0,135.0,20000,2.83,Less Explored
10752639,Baldeopuri,28.80939,78.79251,S,Temple,36.0,135.0,20000,2.83,Less Explored
10753146,Chhelia Dungri,21.77067,83.56382,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10753206,Ustali Pahar,21.99244,83.7108,T,Mountain,21.0,374.0,5000,2.79,Less Explored
10753215,Tango Pahar,21.92758,83.69704,T,Mountain,21.0,374.0,5000,2.79,Less Explored
10753220,Chhenga Parbat,21.90875,83.72948,T,Mountain,21.0,374.0,5000,2.79,Less Explored
10753293,Gosain Parbat,21.63545,83.57478,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753326,Bangru Pahar,21.50807,83.63098,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753327,Budha Pahar,21.55793,83.59741,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753328,Masnapat,21.58063,83.62482,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753347,Budha Pahar,21.68197,83.64359,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753399,Padhan Dungri,21.67413,83.74462,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10753415,Saukani Dungri,21.64976,83.7368,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10753422,Bhalu Khulia,21.57181,83.71522,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753426,Pathanmura,21.57842,83.73106,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753427,Kala Pahar,21.53306,83.68485,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753428,Tami Dungri,21.52414,83.69952,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10753431,Mahadeo Temple,21.62448,83.74305,S,Temple,21.0,371.0,20000,2.83,Less Explored
10756272,Uptesarbaba Temple,21.37372,83.55106,S,Temple,21.0,370.0,20000,2.83,Less Explored
10756279,Mahadeo Temple,21.38056,83.53491,S,Temple,21.0,370.0,20000,2.83,Less Explored
10756380,Baladmara Ghati,21.4851,83.64351,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10756381,Chandli Dungri,21.49898,83.62824,T,Mountain,21.0,370.0,5000,2.79,Less Explored
10756465,Paundala,30.53239,79.10596,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756471,Pawalgarh,30.57864,79.08708,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756480,Gaurikund,30.67484,79.11658,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756482,Mandani,30.63155,79.23863,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756485,Mandani,30.70379,79.22567,S,Temple,39.0,58.0,20000,2.83,Less Explored
10756499,Khamsimtoli,30.64348,79.14574,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756536,Jangi,30.56122,79.18836,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756581,Diur Tal,30.51341,79.20181,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756583,Sari,30.52572,79.2231,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756596,Mansuna,30.5515,79.20648,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756601,Tingri,30.56399,79.24691,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756641,Bisuri,30.55559,79.27906,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756650,Rudrinath,30.5145,79.38043,S,Temple,39.0,57.0,20000,2.83,Less Explored
10756652,Rudri Hiunwala Number Nine SP,30.56148,79.35708,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756653,Rudri Hiunwala Number Eight SP,30.57042,79.36102,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756654,Rudri Hiunwala Number Five Sp,30.59146,79.36703,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756662,Kachinal Khal,30.64256,79.31437,T,Mountain,39.0,58.0,5000,2.79,Less Explored
10756666,Badrinath Number Eleven SP,30.67469,79.38834,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756667,Dhaula Number Three SP,30.65757,79.42108,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756668,Dhaula Number Four SP,30.64974,79.42594,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756670,Dhaula Number Five SP,30.637,79.41046,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756671,Mairi Number Three,30.53005,79.42864,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756674,Ragwasa Khal,30.5091,79.48153,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756676,Mairi Number Two,30.52727,79.47304,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756677,Mairi,30.53481,79.45917,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10756679,Nanua Debi,30.56358,79.49363,S,Temple,39.0,57.0,20000,2.83,Less Explored
10756703,Rudri Hiunwala Number Six SP,30.5762,79.31642,T,Mountain,39.0,57.0,5000,2.79,Less Explored
10757147,Giri Parbat,21.92053,83.79172,T,Mountain,21.0,374.0,5000,2.79,Less Explored
10757416,Sunari Dungri,21.662,83.78569,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10757478,Agadhwakhol Pahar,21.6,83.86988,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10757491,Guja Pahar,21.60329,83.90515,T,Mountain,21.0,371.0,5000,2.79,Less Explored
10757605,Chandangiri Dungri,21.68206,83.99455,T,Mountain,21.0,372.0,5000,2.79,Less Explored
10757841,Gopalkuri Temple,21.33577,83.92987,S,Temple,21.0,372.0,20000,2.83,Less Explored
10757855,Kharer Dungri,21.3016,83.98707,T,Mountain,21.0,372.0,5000,2.79,Less Explored
10757857,Dengumuni Dungri,21.29281,83.97268,T,Mountain,21.0,372.0,5000,2.79,Less Explored
10758121,Singhijuba Pahar,21.0598,83.75015,T,Mountain,21.0,392.0,5000,2.79,Less Explored
10758183,Singhasan Pahar,21.12978,83.90542,T,Mountain,21.0,392.0,5000,2.79,Less Explored
10758231,Rawi Dungri,21.18407,83.94001,T,Mountain,21.0,372.0,5000,2.79,Less Explored
10758253,Chandli Parbat,21.01426,83.93092,T,Mountain Range,21.0,Unknown,10000,2.81,Less Explored
10758501,Kosa Gutta,18.95258,80.76053,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10758622,Bellapa Gutta,18.62877,80.8683,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10758625,Idma Gutta,18.66965,80.86802,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10758628,Urma Gutta,18.72049,80.88027,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10758630,Konda Gutta,18.71882,80.86264,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10758632,Kaker Gutta,18.74635,80.89054,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759134,Ane Gudde,13.56942,74.7045,S,Temple,19.0,569.0,20000,2.83,Less Explored
10759164,Panjurli Gudi,13.7183,74.7388,S,Temple,19.0,569.0,20000,2.83,Less Explored
10759785,Nambidhara Gutta,18.39065,80.76154,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759789,Chetal Gutta,18.39271,80.81656,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759790,Doli Gutta,18.34537,80.7532,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759791,Tadpal Gutta,18.2872,80.76787,T,Mountain,40.0,780.0,5000,2.79,Less Explored
10759795,Gadigudem Gutta,18.26827,80.87549,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759825,Bari Gutta,18.40044,80.994,T,Mountain,37.0,642.0,5000,2.79,Less Explored
10759826,Murkaraja Gutta,18.33906,80.98024,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759834,Kotapalle Durgam,18.24257,80.79877,T,Mountain,37.0,417.0,5000,2.79,Less Explored
10759836,Soman Devargutta,18.13568,80.83258,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10760345,Dih,27.47153,81.41625,S,Temple,36.0,180.0,20000,2.83,Less Explored
10761129,Rustampur,26.20875,81.32058,S,Temple,36.0,158.0,20000,2.83,Less Explored
10766004,Sangamali Gutta,18.45199,82.77977,T,Mountain,21.0,398.0,5000,2.79,Less Explored
10766051,Baji Gutta,18.40169,82.79386,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766059,Andingbayalu Konda,18.37026,82.78408,T,Mountain,2.0,Unknown,5000,2.79,Less Explored
10766080,Pedda Konda,18.35628,82.80471,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766085,Devurangni Gutta,18.39592,82.82464,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766123,Hatkanta Konda,18.3269,82.80684,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766231,Sinkram Gutta,18.38968,82.89041,T,Mountain,21.0,Unknown,5000,2.79,Less Explored
10766245,Bursamali Konda,18.43692,82.83634,T,Mountain,21.0,398.0,5000,2.79,Less Explored
10766263,Bhimudu Konda,18.44807,82.8641,T,Mountain,21.0,398.0,5000,2.79,Less Explored
10766276,Guramaravi Gutta,18.4243,82.89483,T,Mountain,21.0,398.0,5000,2.79,Less Explored
10766463,Grants Range,18.26789,82.97717,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
10766480,Sitamma Konda,18.22892,82.76231,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766496,Mandi Metta,18.20019,82.78252,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766617,Jira Konda,18.02743,82.81675,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766737,Gali Konda,18.2327,82.93217,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766738,Devadu Konda,18.24804,82.9564,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766757,Santari Konda,18.11083,82.93972,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766773,Kalari Konda,18.12006,82.99571,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766801,Cheppa Konda,17.94149,82.00587,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766803,Tharugarayi Konda,17.97075,82.02011,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766804,Tenalagondi Konda,17.98352,82.03744,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766807,Bonthu Konda,17.94924,82.05427,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766809,Kileriray Konda,17.92313,82.05543,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10766823,Venugopalaswami Kovil,12.71256,80.00953,S,Temple,25.0,730.0,20000,2.83,Less Explored
10766833,Pillaiyar Kovil,12.71757,80.06466,S,Temple,25.0,730.0,20000,2.83,Less Explored
10766838,Iswaran Kovil,12.69527,80.03003,S,Temple,25.0,730.0,20000,2.83,Less Explored
10766886,Vedagiriswami,12.60706,80.05572,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767007,Jambukeswaraswami Kovil,12.70344,80.13271,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767027,Kailasanarayanaswami,12.72969,80.19077,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767049,Valmikanathar,12.60711,80.19071,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767052,Pidari,12.61806,80.18907,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767062,Syed Alisher Tomb,12.71953,80.02395,S,Tomb,25.0,730.0,10000,2.81,Less Explored
10767066,Subrahmanyaswami,12.72602,80.18816,S,Temple,25.0,730.0,20000,2.83,Less Explored
10767239,Bhima Konda,17.70682,82.00246,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767242,Ippa Konda,17.67877,82.00966,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767257,Pusu Konda,17.85872,82.01778,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767258,Tenalagondi Konda,17.88409,82.01434,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767259,Rajai Konda,17.91938,82.0417,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767261,Bidlu Konda,17.89533,82.04397,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767262,Sukalrayi Konda,17.8851,82.03486,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767264,Kapu Konda,17.8467,82.05799,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767266,Yata Konda,17.91288,82.06956,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767268,Potu Konda,17.83896,82.01883,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767282,Eddupullamma,17.75522,82.14299,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767286,Cheru Konda,17.87524,82.1479,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767323,Sambari Konda,17.83439,82.21212,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767349,Eduettula Konda,17.69992,82.07608,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767364,Devadu Konda,17.65868,82.04429,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767371,Ura Konda,17.60516,82.05565,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767372,Purgurat Konda,17.59915,82.08275,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767385,Somalamma Konda,17.58122,82.03542,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767389,Pamu Konda,17.54375,82.04646,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767392,Karkal Konda,17.57853,82.07749,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767398,Bodaradu Konda,17.56926,82.09573,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767399,Kogatikulu Gutta,17.55109,82.0877,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767417,Kalimamidi Konda,17.57897,82.11266,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767421,Erragalava Konda,17.63711,82.09004,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767424,Kodugudla Konda,17.61451,82.10625,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767427,Kappa Konda,17.64684,82.12375,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767428,Yempa Konda,17.63668,82.11659,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767429,Ura Konda,17.61557,82.12785,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767433,Nallarayi Konda,17.64207,82.14717,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767436,Kogal Konda,17.60981,82.16217,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767438,Sakal Konda,17.66904,82.12663,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767439,Talakaipadugu Konda,17.66473,82.13244,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767440,Dabba Konda,17.68062,82.13421,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767442,Mallaram Konda,17.70247,82.148,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767445,Domala Konda,17.71046,82.17815,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767450,Jhanda Konda,17.74654,82.20102,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767451,Pamurati Konda,17.73548,82.23085,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767456,Pandavalu Konda,17.68374,82.2198,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767458,Rekaspari Konda,17.71044,82.24641,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767691,Appia Temple,17.21523,80.53065,S,Temple,40.0,541.0,20000,2.83,Less Explored
10767697,Pavtula Konda,17.45926,82.00615,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767732,Uru Konda,17.35359,82.06865,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10767747,Vallan Konda,17.29414,82.06775,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767766,Devara Konda,17.35158,82.10743,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767780,Kotanayakal Konda,17.44497,82.10728,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767794,Tena Parvatam,17.49389,82.10929,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10767804,Nagal,17.35994,82.17843,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10767829,Bagadi Konda,17.33927,82.22888,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10767938,Sitaramaswami,17.22949,82.18391,S,Temple,2.0,746.0,20000,2.83,Less Explored
10768033,Bavanamma Gudi,16.79414,81.32703,S,Temple,2.0,748.0,20000,2.83,Less Explored
10768243,Gullipadu,17.89886,82.47863,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768259,Galikonda,17.96727,82.45593,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768260,Jaita Konda,17.97276,82.43928,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768267,Virandla Pedda Konda,17.93906,82.43222,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768270,Gorjamamidi Konda,17.95182,82.45436,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768293,Pittachelama Konda,17.84499,82.43681,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768316,Bointi Konda,17.70388,82.28267,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768324,Koppu Konda,17.68753,82.27662,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768339,Perantala Konda,17.60696,82.26767,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768340,Pandu Konda,17.59898,82.29516,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768349,Kagita Konda,17.54711,82.2876,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768355,Gundalamma Konda,17.52497,82.31983,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768361,Nalta Konda,17.51097,82.37633,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10768368,Erra Konda,17.52816,82.36129,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10768372,Purugurada Konda,17.55253,82.39583,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10768424,Nalla Konda,17.74577,82.40197,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10768472,Nallakondamma Vaka,17.6201,82.46168,S,Temple,2.0,744.0,20000,2.83,Less Explored
10768496,Erra Konda,17.51996,82.42119,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10768519,Inupugangi Konda,17.4622,82.29281,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768530,Nagala Parbat,17.43558,82.30994,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768531,Pedda Bati Konda,17.43447,82.26651,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768540,Bhadradevudu Konda,17.40806,82.31878,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768549,Koppa Konda,17.37538,82.26074,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768550,Pedda Konda,17.3933,82.2593,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768560,Dokkudu Konda,17.34704,82.26353,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768563,Totapalle Konda,17.31965,82.31059,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768582,Venkateshwaraswami,17.27175,82.37092,S,Temple,2.0,746.0,20000,2.83,Less Explored
10768585,Satyanarayanamuthi,17.28324,82.40247,S,Temple,2.0,746.0,20000,2.83,Less Explored
10768615,Penu Konda,17.43746,82.3515,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768649,Pedda Konda,17.4107,82.44028,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768657,Nalla Konda,17.36838,82.43287,T,Mountain,2.0,746.0,5000,2.79,Less Explored
10768691,Peddavita Ammavaru Gudi,16.62679,81.29115,S,Temple,2.0,748.0,20000,2.83,Less Explored
10768789,Bhimeswaraswami Gudi,16.73435,81.39133,S,Temple,2.0,748.0,20000,2.83,Less Explored
10768913,Bhogeswaraswami Temple,16.48832,81.31113,S,Temple,2.0,748.0,20000,2.83,Less Explored
10769014,Nageswaraswami Temple,16.36935,81.37434,S,Temple,2.0,547.0,20000,2.83,Less Explored
10769303,Lakshmaneswaram Temple,16.40283,81.68965,S,Temple,2.0,546.0,20000,2.83,Less Explored
10769337,Sri Lakshmi Narasimhaswami Temple,16.33411,81.7334,S,Temple,2.0,747.0,20000,2.83,Less Explored
10769534,Mutyalamma Gutta,17.91019,80.76031,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10769540,Mutyalamma Gutta,17.86718,80.79578,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10769594,Bodanali,17.99379,80.95629,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10769678,Yelugu Gutta,17.58561,80.85962,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10769745,Inuprayl,17.12652,80.769,T,Mountain,40.0,541.0,5000,2.79,Less Explored
10769808,Malleswaraswami Gutta,17.2284,80.98285,T,Mountain,40.0,690.0,5000,2.79,Less Explored
10769848,Sakili Konda,16.60051,80.0207,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769856,Peddakuchala Bodu,16.7318,80.07421,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769857,Miadarsal,16.70044,80.05807,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769858,Janala Bodu,16.70284,80.06716,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769862,Pende Gattu,16.66786,80.07926,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769864,Kadderu Kurva,16.65618,80.06515,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769865,Boli Gattu,16.62011,80.04991,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769873,Odda Konda,16.57136,80.02319,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769953,Chinna Konda,16.62215,80.09059,T,Mountain,2.0,751.0,5000,2.79,Less Explored
10769979,Sirili Konda,17.94266,82.5146,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10769989,Linga Konda,17.91638,82.52293,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10769990,Lakka Konda,17.90687,82.50776,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10769996,Mashinga Metta,17.88904,82.50387,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770002,Potaraju Parvatam,17.85841,82.52261,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770011,Erra Konda,17.8292,82.53382,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770014,Kattu Metta,17.77573,82.52342,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770019,Nuti Metta,17.76821,82.54951,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770025,Erragundamma,17.76836,82.51647,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770026,Boda Metta,17.75683,82.53361,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770032,Adda Metta,17.77199,82.59526,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770040,Erragulposi Gutta,17.78607,82.6241,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770047,Natalamma Gutta,17.79943,82.59719,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770048,Svami Konda,17.80405,82.66856,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770050,Akulamari Gutta,17.81108,82.62945,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770098,Kuridi Konda,17.87869,82.66217,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770114,Bandi Konda,17.97664,82.65299,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770115,Garba Konda,17.99766,82.63549,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770126,Vadasala Konda,17.91414,82.69646,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770137,Nagal Konda,17.83255,82.74094,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770139,Sambhuni Parvatam,17.82904,82.70343,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770171,Talupulamma Konda,17.72236,82.5337,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770211,Karaka Konda,17.63825,82.52799,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770216,Madalamma Konda,17.61173,82.54473,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770249,Jaganatha Konda,17.52761,82.55245,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770257,Kakuria Konda,17.50295,82.5932,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770399,Devikami Konda,17.54631,82.73989,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770400,Sanjib Konda,17.52356,82.68883,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770601,Nalla Konda,17.49725,82.68186,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770603,Ava Konda,17.47352,82.69401,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770646,Lokarupswami Temple,17.33679,82.56504,S,Temple,2.0,744.0,20000,2.83,Less Explored
10770686,Bogandam Parvatam,17.96213,82.8398,T,Mountain,2.0,745.0,5000,2.79,Less Explored
10770694,Parthasarathiswami Gudi,17.92041,82.80797,S,Temple,2.0,744.0,20000,2.83,Less Explored
10770776,Venkateswaraswami Gudi,17.84507,82.87551,S,Temple,2.0,744.0,20000,2.83,Less Explored
10770813,Banda Konda,17.96573,82.8991,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770814,Pattamancham Parvatam,17.98951,82.88505,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770828,Boli Konda,17.95669,82.93048,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770880,Pipli Konda,17.76649,82.93905,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770890,Ura Konda,17.93512,82.85339,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770894,Bhimudu Konda,17.76773,82.99664,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10770895,Bogi Konda,17.81926,82.99747,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771380,Chakkamarri Konda,17.69977,82.78101,T,Mountain Range,2.0,Unknown,10000,2.81,Less Explored
10771384,Gontivaka Konda,17.65358,82.76695,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771424,Madiga Konda,17.58901,82.79817,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771426,Venkatramayya Konda,17.59566,82.83079,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771427,Dama Konda,17.58103,82.81189,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771428,Nalla Kunda,17.57017,82.77469,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771429,Alli Konda,17.56436,82.79545,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771431,Neradi Konda,17.54323,82.81411,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771519,Killadi Konda,17.662,82.88728,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771526,Amdalavaka Konda,17.69194,82.85259,T,Mountain,2.0,744.0,5000,2.79,Less Explored
10771622,Dibba Konda,17.51775,82.7538,T,Mountain,2.0,744.0,5000,2.79,Less Explored
